BS400/100|Buse et accessoires|La buse est utilisable comme buse de contrôle pour l'étang de baignade avec marais, selon le principe upflow ou downflow.|Accessoires pour le drainage RenameClassement2 42|1|../img/import/distripond/BusePVC.jpg;../img/import/distripond/couverclebuse.jpg;../img/import/distripond/setaccessoiresbuse.jpg|NON
DRAINCONNECTOR|Drain|Le drain connector est un puit de contrôle dans  le marais filtrant d'un étang de baignade selon le principe "downflow". Il est composé de 8 connections de 50 mm. Le couvercle n'est pas inclu.|Accessoires pour le drainage RenameClassement2 42|1|../img/import/distripond/drainconnector.jpg;../img/import/distripond/DrainConnector.jpg|OUI
FEUTREVL1/40|Feutre de protection 400 gr/m²|Le feutre de protection de 400 gr/m² est renforcé par une trame en polypropylène.|Feutres et bâches EPDM RenameClassement2 21|1|../img/import/distripond/feutresynth�tique.jpg;../img/import/distripond/feutresynth�tique2.jpg|NON
BACHEFM12.2|Bâche EPDM Firestone Pondgard|Bâche fabriquée spécialement pour les applications des plans d'eau, de couleur noire, épaisseur de 1,02 mm, poids de 1,17 kg/m².<br><br>Différentes largeur disponibles.  Possibilité de bâche sur mesure.|Feutres et bâches EPDM RenameClassement2 21|1|../img/import/distripond/bache.jpg|OUI
F800|Splice Wash|Nettoyant, dégraissant - quantité 1 litre pour 6 m².|Accessoires Firestone RenameClassement2 9|1|../img/import/splicewash.jpg|OUI
FB100|Quickprime plus|Primaire pour préparation de produits QuickSeam - quantité 1 litre par 4 m².<br><br>Appliquer sur les 2 côtés.|Accessoires Firestone RenameClassement2 9|1|../img/import/distripond/quickprimeplus.jpg|OUI
F308|Quickseam splice tape|Bande deux faces auto adhésive pour assembler les membranes (à utiliser après application de Splice Wash et de QuickPrime Plus).|Accessoires Firestone RenameClassement2 9|1|../img/import/distripond/QuickSeamSpliceTape.jpg|NON
F260/23|Quickseam form flash - 1,52 mm d'épaisseur|Bande EPDM auto adhésive aisément déformable, peut-être utilisée pour créer l'étanchéité de détails compliqués et de formes irrégulières (à utiliser après application de QuickPrime Plus).|Accessoires Firestone RenameClassement2 9|1|../img/import/distripond/QuickseamFormFlash.jpg|NON
FB400|Bonding adhesive|Colle jaune (néoprène) pour coller l'EPDM sur béton, bois, métal et autres supports acceptables - quantité 1 litre par m².  Appliquer sur les 2 côtés.|Accessoires Firestone RenameClassement2 9|1|../img/import/distripond/bondingadhesive.jpg|OUI
FB500|Splice adhesive|Colle noire (butyle) pour coller l'EPDM sur EPDM ou métal ou polyester (à utiliser après application de Splice Wash) - quantité 1 litre par m².  Appliquer sur les 2 côtés.|Accessoires Firestone RenameClassement2 9|1|../img/import/distripond/spliceadhesive.jpg|OUI
